year,grade,total,girls,boys,x,State
2016-17,4,56855,27747,29108,manipur,MANIPUR
2016-17,5,54821,26648,28173,manipur,MANIPUR
2016-17,6,49460,24471,24989,manipur,MANIPUR
2016-17,7,46813,23386,23427,manipur,MANIPUR
2016-17,8,48146,24010,24136,manipur,MANIPUR
2015-16,1,79530,39543,39987,manipur,MANIPUR
2015-16,2,74901,36913,37988,manipur,MANIPUR
2015-16,3,67455,33204,34251,manipur,MANIPUR
2015-16,4,62923,31041,31882,manipur,MANIPUR
2015-16,5,60511,29847,30664,manipur,MANIPUR
2015-16,6,54595,26883,27712,manipur,MANIPUR
2015-16,7,51972,26156,25816,manipur,MANIPUR
2015-16,8,50709,25097,25612,manipur,MANIPUR
2014-15,1,84014,41746,42268,manipur,MANIPUR
2014-15,2,76650,37688,38962,manipur,MANIPUR
2014-15,3,67744,33554,34190,manipur,MANIPUR
2014-15,4,62642,30825,31817,manipur,MANIPUR
2014-15,5,64247,31619,32628,manipur,MANIPUR
2014-15,6,52199,26163,26036,manipur,MANIPUR
2014-15,7,50941,25535,25406,manipur,MANIPUR
2014-15,8,49619,24807,24812,manipur,MANIPUR
2013-14,1,100336,49614,50722,manipur,MANIPUR
2013-14,2,90547,45195,45352,manipur,MANIPUR
2013-14,3,75282,38029,37253,manipur,MANIPUR
2013-14,4,67283,33330,33953,manipur,MANIPUR
2013-14,5,61671,30864,30807,manipur,MANIPUR
2013-14,6,54852,27569,27283,manipur,MANIPUR
2013-14,7,49785,24443,25342,manipur,MANIPUR
2013-14,8,50141,24560,25581,manipur,MANIPUR
2016-17,1,132158,64289,67869,meghalaya,MEGHALAYA
2016-17,2,103310,50438,52872,meghalaya,MEGHALAYA
2016-17,3,97600,47944,49656,meghalaya,MEGHALAYA
2016-17,4,88892,44742,44150,meghalaya,MEGHALAYA
2016-17,5,79793,40529,39264,meghalaya,MEGHALAYA
2016-17,6,79942,41569,38373,meghalaya,MEGHALAYA
2016-17,7,70692,37306,33386,meghalaya,MEGHALAYA
2016-17,8,64076,33917,30159,meghalaya,MEGHALAYA
2015-16,1,144376,70941,73435,meghalaya,MEGHALAYA
2015-16,2,114045,56087,57958,meghalaya,MEGHALAYA
2015-16,3,107046,53391,53655,meghalaya,MEGHALAYA
2015-16,4,96304,48690,47614,meghalaya,MEGHALAYA
2015-16,5,85959,44089,41870,meghalaya,MEGHALAYA
2015-16,6,83950,43739,40211,meghalaya,MEGHALAYA
2015-16,7,74869,39616,35253,meghalaya,MEGHALAYA
2015-16,8,69064,36740,32324,meghalaya,MEGHALAYA
2014-15,1,144576,70717,73859,meghalaya,MEGHALAYA
2014-15,2,113129,55911,57218,meghalaya,MEGHALAYA
2014-15,3,105168,52354,52814,meghalaya,MEGHALAYA
2014-15,4,94163,47696,46467,meghalaya,MEGHALAYA
2014-15,5,82049,42534,39515,meghalaya,MEGHALAYA
2014-15,6,79798,41686,38112,meghalaya,MEGHALAYA
2014-15,7,71536,37922,33614,meghalaya,MEGHALAYA
2014-15,8,66036,34987,31049,meghalaya,MEGHALAYA
2013-14,1,145085,71232,73853,meghalaya,MEGHALAYA
2013-14,2,111832,55315,56517,meghalaya,MEGHALAYA
2013-14,3,103175,51484,51691,meghalaya,MEGHALAYA
2013-14,4,89885,45855,44030,meghalaya,MEGHALAYA
2013-14,5,78217,40609,37608,meghalaya,MEGHALAYA
2013-14,6,77103,40674,36429,meghalaya,MEGHALAYA
2013-14,7,69317,36850,32467,meghalaya,MEGHALAYA
2013-14,8,63510,34064,29446,meghalaya,MEGHALAYA
2016-17,1,36006,17365,18641,mizoram,MIZORAM
2016-17,2,27561,13351,14210,mizoram,MIZORAM
2016-17,3,25893,12512,13381,mizoram,MIZORAM
2016-17,4,24036,11472,12564,mizoram,MIZORAM
2016-17,5,23180,11078,12102,mizoram,MIZORAM
2016-17,6,22248,10792,11456,mizoram,MIZORAM
2016-17,7,22242,10710,11532,mizoram,MIZORAM
2016-17,8,20780,9990,10790,mizoram,MIZORAM
2015-16,1,39096,18861,20235,mizoram,MIZORAM
2015-16,2,29366,14226,15140,mizoram,MIZORAM
2015-16,3,27227,13110,14117,mizoram,MIZORAM
2015-16,4,25351,12154,13197,mizoram,MIZORAM
2015-16,5,24277,11744,12533,mizoram,MIZORAM
2015-16,6,24198,11634,12564,mizoram,MIZORAM
2015-16,7,23243,11238,12005,mizoram,MIZORAM
2015-16,8,21559,10296,11263,mizoram,MIZORAM
2014-15,1,39724,19128,20596,mizoram,MIZORAM
2014-15,2,28683,13771,14912,mizoram,MIZORAM
2014-15,3,26461,12766,13695,mizoram,MIZORAM
2014-15,4,25207,12209,12998,mizoram,MIZORAM
2014-15,5,25135,12068,13067,mizoram,MIZORAM
2014-15,6,24237,11550,12687,mizoram,MIZORAM
2014-15,7,22945,11017,11928,mizoram,MIZORAM
2014-15,8,21783,10711,11072,mizoram,MIZORAM
2013-14,1,40138,19540,20598,mizoram,MIZORAM
2013-14,2,29536,14204,15332,mizoram,MIZORAM
2013-14,3,28141,13727,14414,mizoram,MIZORAM
2013-14,4,26224,12571,13653,mizoram,MIZORAM
2013-14,5,25362,12119,13243,mizoram,MIZORAM
2013-14,6,24246,11629,12617,mizoram,MIZORAM
2013-14,7,23691,11548,12143,mizoram,MIZORAM
2013-14,8,20625,9994,10631,mizoram,MIZORAM
2016-17,1,42112,20786,21326,nagaland,NAGALAND
2016-17,2,40511,19550,20961,nagaland,NAGALAND
2016-17,3,39295,19005,20290,nagaland,NAGALAND
2016-17,4,37737,18390,19347,nagaland,NAGALAND
2016-17,5,35770,17375,18395,nagaland,NAGALAND
2016-17,6,35081,17048,18033,nagaland,NAGALAND
2016-17,7,33291,16615,16676,nagaland,NAGALAND
2016-17,8,30321,14915,15406,nagaland,NAGALAND
2015-16,1,50830,24558,26272,nagaland,NAGALAND
2015-16,2,49480,24307,25173,nagaland,NAGALAND
2015-16,3,47835,23444,24391,nagaland,NAGALAND
2015-16,4,47031,23088,23943,nagaland,NAGALAND
2015-16,5,42904,20864,22040,nagaland,NAGALAND
2015-16,6,40025,19899,20126,nagaland,NAGALAND
2015-16,7,37150,18345,18805,nagaland,NAGALAND
2015-16,8,34441,16955,17486,nagaland,NAGALAND
2014-15,1,52100,25361,26739,nagaland,NAGALAND
2014-15,2,49079,23935,25144,nagaland,NAGALAND
2014-15,3,48446,23634,24812,nagaland,NAGALAND
2014-15,4,45948,22201,23747,nagaland,NAGALAND
2014-15,5,45530,22506,23024,nagaland,NAGALAND
2014-15,6,40591,19987,20604,nagaland,NAGALAND
2014-15,7,37409,18514,18895,nagaland,NAGALAND
2014-15,8,35207,17458,17749,nagaland,NAGALAND
2013-14,1,59262,29041,30221,nagaland,NAGALAND
2013-14,2,60549,29834,30715,nagaland,NAGALAND
2013-14,3,58372,28573,29799,nagaland,NAGALAND
2013-14,4,56211,27650,28561,nagaland,NAGALAND
2013-14,5,50904,24967,25937,nagaland,NAGALAND
2013-14,6,44526,21906,22620,nagaland,NAGALAND
2013-14,7,42698,21191,21507,nagaland,NAGALAND
2013-14,8,39173,19535,19638,nagaland,NAGALAND
2016-17,1,798665,387119,411546,odisha,ODISHA
2016-17,2,774477,375375,399102,odisha,ODISHA
2016-17,3,795513,384994,410519,odisha,ODISHA
2016-17,4,792430,382059,410371,odisha,ODISHA
2016-17,5,810939,389913,421026,odisha,ODISHA
2016-17,6,762019,365719,396300,odisha,ODISHA
2016-17,7,761954,365387,396567,odisha,ODISHA
2016-17,8,702028,339575,362453,odisha,ODISHA
2015-16,1,794572,384212,410360,odisha,ODISHA
2015-16,2,817755,396692,421063,odisha,ODISHA
2015-16,3,821088,397586,423502,odisha,ODISHA
2015-16,4,837053,403289,433764,odisha,ODISHA
2015-16,5,840582,405124,435458,odisha,ODISHA
2015-16,6,784548,377767,406781,odisha,ODISHA
2015-16,7,730622,352035,378587,odisha,ODISHA
2015-16,8,701864,341677,360187,odisha,ODISHA
2014-15,1,821047,397042,424005,odisha,ODISHA
2014-15,2,829762,401291,428471,odisha,ODISHA
2014-15,3,855534,412481,443053,odisha,ODISHA
2014-15,4,858503,414115,444388,odisha,ODISHA
2014-15,5,858782,413545,445237,odisha,ODISHA
2014-15,6,744203,358936,385267,odisha,ODISHA
2014-15,7,720385,348748,371637,odisha,ODISHA
2014-15,8,698267,343160,355107,odisha,ODISHA
2013-14,1,840354,405878,434476,odisha,ODISHA
2013-14,2,867646,419239,448407,odisha,ODISHA
2013-14,3,880196,425132,455064,odisha,ODISHA
2013-14,4,875874,422499,453375,odisha,ODISHA
2013-14,5,813640,393062,420578,odisha,ODISHA
2013-14,6,731234,354477,376757,odisha,ODISHA
2013-14,7,715112,350146,364966,odisha,ODISHA
2013-14,8,664001,324584,339417,odisha,ODISHA
2016-17,1,20662,9947,10715,puducherry,PUDUCHERRY
2016-17,2,21158,10181,10977,puducherry,PUDUCHERRY
2016-17,3,20973,10097,10876,puducherry,PUDUCHERRY
2016-17,4,21050,10180,10870,puducherry,PUDUCHERRY
2016-17,5,21151,10285,10866,puducherry,PUDUCHERRY
2016-17,6,21012,10200,10812,puducherry,PUDUCHERRY
2016-17,7,21717,10519,11198,puducherry,PUDUCHERRY
2016-17,8,21008,10185,10823,puducherry,PUDUCHERRY
2015-16,1,20770,10067,10703,puducherry,PUDUCHERRY
2015-16,2,20773,10010,10763,puducherry,PUDUCHERRY
2015-16,3,20894,10159,10735,puducherry,PUDUCHERRY
2015-16,4,21164,10410,10754,puducherry,PUDUCHERRY
2015-16,5,20431,9988,10443,puducherry,PUDUCHERRY
2015-16,6,21788,10576,11212,puducherry,PUDUCHERRY
2015-16,7,21435,10423,11012,puducherry,PUDUCHERRY
2015-16,8,22207,10707,11500,puducherry,PUDUCHERRY
2014-15,1,21011,10145,10866,puducherry,PUDUCHERRY
2014-15,2,20935,10198,10737,puducherry,PUDUCHERRY
2014-15,3,21239,10412,10827,puducherry,PUDUCHERRY
2014-15,4,20554,10066,10488,puducherry,PUDUCHERRY
2014-15,5,21704,10518,11186,puducherry,PUDUCHERRY
2014-15,6,21509,10456,11053,puducherry,PUDUCHERRY
2014-15,7,22365,10815,11550,puducherry,PUDUCHERRY
2014-15,8,22249,10654,11595,puducherry,PUDUCHERRY
2013-14,1,21068,10182,10886,puducherry,PUDUCHERRY
2013-14,2,21401,10454,10947,puducherry,PUDUCHERRY
2013-14,3,20788,10161,10627,puducherry,PUDUCHERRY
2013-14,4,21927,10674,11253,puducherry,PUDUCHERRY
2013-14,5,21513,10489,11024,puducherry,PUDUCHERRY
2013-14,6,22506,10836,11670,puducherry,PUDUCHERRY
2013-14,7,22439,10752,11687,puducherry,PUDUCHERRY
2013-14,8,22480,11121,11359,puducherry,PUDUCHERRY
2016-17,1,492204,225339,266865,punjab,PUNJAB
2016-17,2,492003,225317,266686,punjab,PUNJAB
2016-17,3,487318,222517,264801,punjab,PUNJAB
2016-17,4,473939,215165,258774,punjab,PUNJAB
2016-17,5,484801,220337,264464,punjab,PUNJAB
2016-17,6,480094,216117,263977,punjab,PUNJAB
2016-17,7,503693,227120,276573,punjab,PUNJAB
2016-17,8,480176,216089,264087,punjab,PUNJAB
2015-16,1,510094,232771,277323,punjab,PUNJAB
2015-16,2,499386,227494,271892,punjab,PUNJAB
2015-16,3,485786,220161,265625,punjab,PUNJAB
2015-16,4,492495,223438,269057,punjab,PUNJAB
2015-16,5,500822,225372,275450,punjab,PUNJAB
2015-16,6,510822,229697,281125,punjab,PUNJAB
2015-16,7,489085,219214,269871,punjab,PUNJAB
2015-16,8,473949,209017,264932,punjab,PUNJAB
2014-15,1,523720,238894,284826,punjab,PUNJAB
2014-15,2,496053,225234,270819,punjab,PUNJAB
2014-15,3,506572,230618,275954,punjab,PUNJAB
2014-15,4,506219,228373,277846,punjab,PUNJAB
2014-15,5,535492,241095,294397,punjab,PUNJAB
2014-15,6,498192,223559,274633,punjab,PUNJAB
2014-15,7,481982,213015,268967,punjab,PUNJAB
2014-15,8,473349,206611,266738,punjab,PUNJAB
2013-14,1,512713,231976,280737,punjab,PUNJAB
2013-14,2,506747,230350,276397,punjab,PUNJAB
2013-14,3,511075,230466,280609,punjab,PUNJAB
2013-14,4,532555,239977,292578,punjab,PUNJAB
2013-14,5,512790,230261,282529,punjab,PUNJAB
2013-14,6,489086,215862,273224,punjab,PUNJAB
2013-14,7,476657,208765,267892,punjab,PUNJAB
2013-14,8,469897,207087,262810,punjab,PUNJAB
2016-17,1,1766855,821479,945376,rajasthan,RAJASTHAN
2016-17,2,1781981,839572,942409,rajasthan,RAJASTHAN
2016-17,3,1584284,739534,844750,rajasthan,RAJASTHAN
2016-17,4,1476121,685087,791034,rajasthan,RAJASTHAN
2016-17,5,1447581,667062,780519,rajasthan,RAJASTHAN
2016-17,6,1391713,635937,755776,rajasthan,RAJASTHAN
2016-17,7,1414575,648100,766475,rajasthan,RAJASTHAN
2016-17,8,1288995,581190,707805,rajasthan,RAJASTHAN
2015-16,1,2033407,949701,1083706,rajasthan,RAJASTHAN
2015-16,2,1675484,781820,893664,rajasthan,RAJASTHAN
2015-16,3,1559013,724791,834222,rajasthan,RAJASTHAN
2015-16,4,1493550,691883,801667,rajasthan,RAJASTHAN
2015-16,5,1512155,696821,815334,rajasthan,RAJASTHAN
2015-16,6,1473184,677743,795441,rajasthan,RAJASTHAN
2015-16,7,1334366,602658,731708,rajasthan,RAJASTHAN
2015-16,8,1258976,562444,696532,rajasthan,RAJASTHAN
2014-15,1,1843149,848266,994883,rajasthan,RAJASTHAN
2014-15,2,1617063,749905,867158,rajasthan,RAJASTHAN
2014-15,3,1560544,725077,835467,rajasthan,RAJASTHAN
2014-15,4,1530229,709164,821065,rajasthan,RAJASTHAN
2014-15,5,1589881,739452,850429,rajasthan,RAJASTHAN
2014-15,6,1372087,620585,751502,rajasthan,RAJASTHAN
2014-15,7,1288305,574600,713705,rajasthan,RAJASTHAN
2014-15,8,1224944,541498,683446,rajasthan,RAJASTHAN
2013-14,1,1803858,828053,975805,rajasthan,RAJASTHAN
2013-14,2,1696301,790838,905463,rajasthan,RAJASTHAN
2013-14,3,1667451,782344,885107,rajasthan,RAJASTHAN
2013-14,4,1680712,792784,887928,rajasthan,RAJASTHAN
2013-14,5,1545765,716448,829317,rajasthan,RAJASTHAN
2013-14,6,1357448,611950,745498,rajasthan,RAJASTHAN
2013-14,7,1281020,571639,709381,rajasthan,RAJASTHAN
2013-14,8,1257697,555965,701732,rajasthan,RAJASTHAN
2016-17,1,9589,4497,5092,sikkim,SIKKIM
2016-17,2,10344,4850,5494,sikkim,SIKKIM
2016-17,3,10678,4941,5737,sikkim,SIKKIM
2016-17,4,11335,5345,5990,sikkim,SIKKIM
2016-17,5,12429,5870,6559,sikkim,SIKKIM
2016-17,6,13062,6478,6584,sikkim,SIKKIM
2016-17,7,14255,7226,7029,sikkim,SIKKIM
2016-17,8,13089,6744,6345,sikkim,SIKKIM
2015-16,1,11498,5312,6186,sikkim,SIKKIM
2015-16,2,10833,4998,5835,sikkim,SIKKIM
2015-16,3,11558,5451,6107,sikkim,SIKKIM
2015-16,4,12932,6088,6844,sikkim,SIKKIM
2015-16,5,13986,6759,7227,sikkim,SIKKIM
2015-16,6,15826,8010,7816,sikkim,SIKKIM
2015-16,7,14344,7393,6951,sikkim,SIKKIM
2015-16,8,14320,7340,6980,sikkim,SIKKIM
2014-15,1,11058,5025,6033,sikkim,SIKKIM
2014-15,2,11525,5401,6124,sikkim,SIKKIM
2014-15,3,13021,6107,6914,sikkim,SIKKIM
2014-15,4,14105,6778,7327,sikkim,SIKKIM
2014-15,5,16963,8203,8760,sikkim,SIKKIM
2014-15,6,14796,7536,7260,sikkim,SIKKIM
2014-15,7,14624,7403,7221,sikkim,SIKKIM
2014-15,8,14716,7701,7015,sikkim,SIKKIM
2013-14,1,12077,5567,6510,sikkim,SIKKIM
2013-14,2,13531,6285,7246,sikkim,SIKKIM
2013-14,3,14693,7043,7650,sikkim,SIKKIM
2013-14,4,17636,8533,9103,sikkim,SIKKIM
2013-14,5,15895,7823,8072,sikkim,SIKKIM
2013-14,6,15821,7926,7895,sikkim,SIKKIM
2013-14,7,15396,7869,7527,sikkim,SIKKIM
2013-14,8,15052,7853,7199,sikkim,SIKKIM
2016-17,1,1084789,526455,558334,tamil nadu,TAMIL NADU
2016-17,2,1097203,530301,566902,tamil nadu,TAMIL NADU
2016-17,3,1157738,563004,594734,tamil nadu,TAMIL NADU
2016-17,4,1153095,561604,591491,tamil nadu,TAMIL NADU
2016-17,5,1153153,559651,593502,tamil nadu,TAMIL NADU
2016-17,6,1162769,567844,594925,tamil nadu,TAMIL NADU
2016-17,7,1126697,549145,577552,tamil nadu,TAMIL NADU
2016-17,8,1173448,572455,600993,tamil nadu,TAMIL NADU
2015-16,1,1099563,534262,565301,tamil nadu,TAMIL NADU
2015-16,2,1161177,565207,595970,tamil nadu,TAMIL NADU
2015-16,3,1154983,566134,588849,tamil nadu,TAMIL NADU
2015-16,4,1155816,564232,591584,tamil nadu,TAMIL NADU
2015-16,5,1178820,575471,603349,tamil nadu,TAMIL NADU
2015-16,6,1127198,549059,578139,tamil nadu,TAMIL NADU
2015-16,7,1182536,574969,607567,tamil nadu,TAMIL NADU
2015-16,8,1176099,574196,601903,tamil nadu,TAMIL NADU
2014-15,1,1161012,566937,594075,tamil nadu,TAMIL NADU
2014-15,2,1136010,553478,582532,tamil nadu,TAMIL NADU
2014-15,3,1134718,553377,581341,tamil nadu,TAMIL NADU
2014-15,4,1138573,554338,584235,tamil nadu,TAMIL NADU
2014-15,5,1183421,574656,608765,tamil nadu,TAMIL NADU
2014-15,6,1150908,560832,590076,tamil nadu,TAMIL NADU
2014-15,7,1157542,564038,593504,tamil nadu,TAMIL NADU
2014-15,8,1190283,578005,612278,tamil nadu,TAMIL NADU
2013-14,1,1169855,569502,600353,tamil nadu,TAMIL NADU
2013-14,3,1131279,550861,580418,tamil nadu,TAMIL NADU
2013-14,4,1133013,551291,581722,tamil nadu,TAMIL NADU
2013-14,5,1160886,564714,596172,tamil nadu,TAMIL NADU
2013-14,7,1174652,570626,604026,tamil nadu,TAMIL NADU
2013-14,6,1177180,574670,602510,tamil nadu,TAMIL NADU
2013-14,8,1243868,604365,639503,tamil nadu,TAMIL NADU
2016-17,1,689333,329224,360109,telangana,TELANGANA
2016-17,2,628931,302112,326819,telangana,TELANGANA
2016-17,3,605083,291080,314003,telangana,TELANGANA
2016-17,4,591778,285491,306287,telangana,TELANGANA
2016-17,5,593868,286932,306936,telangana,TELANGANA
2016-17,6,576612,278928,297684,telangana,TELANGANA
2016-17,7,580114,281867,298247,telangana,TELANGANA
2016-17,8,552253,270924,281329,telangana,TELANGANA
2015-16,1,727048,347444,379604,telangana,TELANGANA
2015-16,2,643693,310692,333001,telangana,TELANGANA
2015-16,3,632494,306582,325912,telangana,TELANGANA
2015-16,4,620796,301034,319762,telangana,TELANGANA
2015-16,5,622945,302320,320625,telangana,TELANGANA
2015-16,6,605188,294714,310474,telangana,TELANGANA
2015-16,7,596679,291984,304695,telangana,TELANGANA
2015-16,8,556342,273551,282791,telangana,TELANGANA
2014-15,1,704558,337353,367205,telangana,TELANGANA
2014-15,2,629385,305063,324322,telangana,TELANGANA
2014-15,3,625246,303199,322047,telangana,TELANGANA
2014-15,4,616023,300598,315425,telangana,TELANGANA
2014-15,5,616361,299129,317232,telangana,TELANGANA
2014-15,6,594142,291196,302946,telangana,TELANGANA
2014-15,7,583034,285573,297461,telangana,TELANGANA
2014-15,8,550441,270939,279502,telangana,TELANGANA
2016-17,1,67535,33430,34105,tripura,TRIPURA
2016-17,2,65473,31827,33646,tripura,TRIPURA
2016-17,3,70944,34454,36490,tripura,TRIPURA
2016-17,4,70754,34619,36135,tripura,TRIPURA
2016-17,5,73213,35878,37335,tripura,TRIPURA
2016-17,6,70012,34414,35598,tripura,TRIPURA
2016-17,7,65913,32550,33363,tripura,TRIPURA
2016-17,8,64231,31977,32254,tripura,TRIPURA
2015-16,1,66630,32290,34340,tripura,TRIPURA
2015-16,2,72905,35533,37372,tripura,TRIPURA
2015-16,3,73739,36147,37592,tripura,TRIPURA
2015-16,4,76296,37380,38916,tripura,TRIPURA
2015-16,5,77298,37972,39326,tripura,TRIPURA
2015-16,6,69427,34083,35344,tripura,TRIPURA
2015-16,7,68149,33694,34455,tripura,TRIPURA
2015-16,8,65068,32223,32845,tripura,TRIPURA
2014-15,1,72282,35197,37085,tripura,TRIPURA
2014-15,2,72772,35623,37149,tripura,TRIPURA
2014-15,3,76356,37379,38977,tripura,TRIPURA
2014-15,4,77802,38028,39774,tripura,TRIPURA
2014-15,5,75250,37063,38187,tripura,TRIPURA
2014-15,6,69950,34478,35472,tripura,TRIPURA
2014-15,7,66716,32780,33936,tripura,TRIPURA
2014-15,8,66087,32662,33425,tripura,TRIPURA
2013-14,1,73712,36178,37534,tripura,TRIPURA
2013-14,2,77657,38059,39598,tripura,TRIPURA
2013-14,3,80556,39333,41223,tripura,TRIPURA
2013-14,4,77383,37938,39445,tripura,TRIPURA
2013-14,5,77222,37974,39248,tripura,TRIPURA
2013-14,6,69519,34071,35448,tripura,TRIPURA
2013-14,7,68637,33591,35046,tripura,TRIPURA
2013-14,8,65544,32145,33399,tripura,TRIPURA
2016-17,1,5074511,2453762,2620749,uttar pradesh,UTTAR PRADESH
2016-17,2,4830100,2353167,2476933,uttar pradesh,UTTAR PRADESH
2016-17,3,4780351,2333921,2446430,uttar pradesh,UTTAR PRADESH
2016-17,4,4702665,2299987,2402678,uttar pradesh,UTTAR PRADESH
2016-17,5,4512275,2212416,2299859,uttar pradesh,UTTAR PRADESH
2016-17,6,3615913,1792000,1823913,uttar pradesh,UTTAR PRADESH
2016-17,7,3590878,1785749,1805129,uttar pradesh,UTTAR PRADESH
2016-17,8,3601052,1794526,1806526,uttar pradesh,UTTAR PRADESH
2015-16,1,5394236,2611362,2782874,uttar pradesh,UTTAR PRADESH
2015-16,2,5079671,2471344,2608327,uttar pradesh,UTTAR PRADESH
2015-16,3,5185980,2530200,2655780,uttar pradesh,UTTAR PRADESH
2015-16,4,4987821,2449702,2538119,uttar pradesh,UTTAR PRADESH
2015-16,5,4622640,2272133,2350507,uttar pradesh,UTTAR PRADESH
2015-16,6,3716794,1851712,1865082,uttar pradesh,UTTAR PRADESH
2015-16,7,3705696,1847648,1858048,uttar pradesh,UTTAR PRADESH
2015-16,8,3732795,1861296,1871499,uttar pradesh,UTTAR PRADESH
2014-15,1,5375448,2597285,2778163,uttar pradesh,UTTAR PRADESH
2014-15,2,5388971,2613679,2775292,uttar pradesh,UTTAR PRADESH
2014-15,3,5386110,2632356,2753754,uttar pradesh,UTTAR PRADESH
2014-15,4,4976152,2445458,2530694,uttar pradesh,UTTAR PRADESH
2014-15,5,4680248,2298767,2381481,uttar pradesh,UTTAR PRADESH
2014-15,6,3663773,1827960,1835813,uttar pradesh,UTTAR PRADESH
2014-15,7,3675032,1831108,1843924,uttar pradesh,UTTAR PRADESH
2014-15,8,3692986,1855617,1837369,uttar pradesh,UTTAR PRADESH
2013-14,1,5653503,2701380,2952123,uttar pradesh,UTTAR PRADESH
2013-14,2,5510136,2671295,2838841,uttar pradesh,UTTAR PRADESH
2013-14,3,5244370,2558994,2685376,uttar pradesh,UTTAR PRADESH
2013-14,4,4897667,2399241,2498426,uttar pradesh,UTTAR PRADESH
2013-14,5,4635910,2274068,2361842,uttar pradesh,UTTAR PRADESH
2013-14,6,3637921,1804860,1833061,uttar pradesh,UTTAR PRADESH
2013-14,7,3593779,1796993,1796786,uttar pradesh,UTTAR PRADESH
2013-14,8,3553214,1800634,1752580,uttar pradesh,UTTAR PRADESH
2016-17,1,231368,107704,123664,uttarakhand,UTTARAKHAND
2016-17,2,217826,102393,115433,uttarakhand,UTTARAKHAND
2016-17,3,213970,100809,113161,uttarakhand,UTTARAKHAND
2016-17,4,210652,99533,111119,uttarakhand,UTTARAKHAND
2016-17,5,209098,98884,110214,uttarakhand,UTTARAKHAND
2016-17,6,200755,95402,105353,uttarakhand,UTTARAKHAND
2016-17,7,199709,95212,104497,uttarakhand,UTTARAKHAND
2016-17,8,195917,93686,102231,uttarakhand,UTTARAKHAND
2015-16,1,241830,113062,128768,uttarakhand,UTTARAKHAND
2015-16,2,222672,104943,117729,uttarakhand,UTTARAKHAND
2015-16,3,220120,104058,116062,uttarakhand,UTTARAKHAND
2015-16,4,215768,102335,113433,uttarakhand,UTTARAKHAND
2015-16,5,214818,101755,113063,uttarakhand,UTTARAKHAND
2015-16,6,203359,96896,106463,uttarakhand,UTTARAKHAND
2015-16,7,198864,95073,103791,uttarakhand,UTTARAKHAND
2015-16,8,195242,93642,101600,uttarakhand,UTTARAKHAND
2014-15,1,238399,111394,127005,uttarakhand,UTTARAKHAND
2014-15,2,226227,106687,119540,uttarakhand,UTTARAKHAND
2014-15,3,223050,105586,117464,uttarakhand,UTTARAKHAND
2014-15,4,218822,103442,115380,uttarakhand,UTTARAKHAND
2014-15,5,216304,102732,113572,uttarakhand,UTTARAKHAND
2014-15,6,197372,94576,102796,uttarakhand,UTTARAKHAND
2014-15,7,193393,92763,100630,uttarakhand,UTTARAKHAND
2014-15,8,193890,93524,100366,uttarakhand,UTTARAKHAND
2013-14,1,239191,112449,126742,uttarakhand,UTTARAKHAND
2013-14,2,224802,106126,118676,uttarakhand,UTTARAKHAND
2013-14,3,223511,105586,117925,uttarakhand,UTTARAKHAND
2013-14,4,218608,103786,114822,uttarakhand,UTTARAKHAND
2013-14,5,211011,100436,110575,uttarakhand,UTTARAKHAND
2013-14,6,194802,93189,101613,uttarakhand,UTTARAKHAND
2013-14,7,194478,93297,101181,uttarakhand,UTTARAKHAND
2013-14,8,198487,95925,102562,uttarakhand,UTTARAKHAND
2016-17,1,1602506,776625,825881,west bengal,WEST BENGAL
2016-17,2,1604574,779085,825489,west bengal,WEST BENGAL
2016-17,3,1569082,760972,808110,west bengal,WEST BENGAL
2016-17,4,1210705,570181,640524,west bengal,WEST BENGAL
2016-17,5,1563823,783207,780616,west bengal,WEST BENGAL
2016-17,6,1495642,759718,735924,west bengal,WEST BENGAL
2016-17,7,1444315,746755,697560,west bengal,WEST BENGAL
2016-17,8,1443375,759216,684159,west bengal,WEST BENGAL
2015-16,1,1695514,828335,867179,west bengal,WEST BENGAL
2015-16,2,1651050,805724,845326,west bengal,WEST BENGAL
2015-16,3,1232558,586723,645835,west bengal,WEST BENGAL
2015-16,4,1914146,939090,975056,west bengal,WEST BENGAL
2015-16,5,1638529,823264,815265,west bengal,WEST BENGAL
2015-16,6,1586394,805324,781070,west bengal,WEST BENGAL
2015-16,7,1589119,818868,770251,west bengal,WEST BENGAL
2015-16,8,1601724,842262,759462,west bengal,WEST BENGAL
2014-15,1,1639728,797898,841830,west bengal,WEST BENGAL
2014-15,2,1196294,567416,628878,west bengal,WEST BENGAL
2014-15,3,1878803,919584,959219,west bengal,WEST BENGAL
2014-15,4,1833628,903160,930468,west bengal,WEST BENGAL
2014-15,5,1614568,812953,801615,west bengal,WEST BENGAL
2014-15,6,1631486,830396,801090,west bengal,WEST BENGAL
2014-15,7,1651858,856537,795321,west bengal,WEST BENGAL
2014-15,8,1568742,826309,742433,west bengal,WEST BENGAL
2013-14,1,1207003,573560,633443,west bengal,WEST BENGAL
2013-14,2,1933086,944593,988493,west bengal,WEST BENGAL
2013-14,3,1832809,902718,930091,west bengal,WEST BENGAL
2013-14,4,1779022,878509,900513,west bengal,WEST BENGAL
2013-14,5,1685797,849956,835841,west bengal,WEST BENGAL
2013-14,6,1709110,875527,833583,west bengal,WEST BENGAL
2013-14,7,1620885,843385,777500,west bengal,WEST BENGAL
2013-14,8,1620885,797641,823244,west bengal,WEST BENGAL
